,0
0,0.16803377055759064
1,0.15284339397780555
2,0.14822954461377322
3,0.14952656879008144
4,0.15129897728618913
5,0.1336610165670466
6,0.1529237361419414
7,0.14444412989432912
8,0.14826021069271367
9,0.15225184560086205
10,0.1498506655854385
11,0.1544713101764369
12,0.13768109854989408
13,0.14939647359184147
14,0.15261172886881996
15,0.15599569690343273
16,0.15187042466948653
17,0.1381803773597747
18,0.16053583165196425
19,0.14476999830174642
20,0.16018097287148186
21,0.17167827873818348
22,0.14294088599365737
23,0.15907379333351354
24,0.14053862670957734
25,0.15178938572649694
26,0.14448232906212585
27,0.1623361502924564
28,0.15528976963372723
29,0.13787275410683805
30,0.14905096622860306
31,0.15953394400926205
32,0.15923869627520554
33,0.15111726425662417
34,0.15924911236663342
35,0.13817335400480105
36,0.16515897406697536
37,0.145581095968513
38,0.15503367483770256
39,0.15333681426108062
40,0.14142846110243387
41,0.1401555385869574
42,0.15437298634538535
43,0.1576515759532689
44,0.13508129420041529
45,0.13531817909291383
46,0.13527226154654634
47,0.14974424856958696
48,0.16853122424962827
49,0.14558389574625105
50,0.15599900798132324
51,0.15220147043714427
52,0.1377750442246692
53,0.1560008537392703
54,0.155831103491529
55,0.15652015590078794
56,0.15016045246724302
57,0.14057058195636565
58,0.14096210864211675
59,0.18310503874621153
60,0.14406076605228757
61,0.15340365286543586
62,0.1604978402286637
63,0.13712721988706272
64,0.16627402136517375
65,0.14219559165307236
66,0.14005718761216676
67,0.1484383432766499
68,0.1476218654139965
69,0.15227361099096984
70,0.14917757380693047
71,0.16269745463995527
72,0.15982090377488453
73,0.16486766993093432
74,0.1451295825898629
75,0.1414926045497514
76,0.158816790795597
77,0.1442539262211308
78,0.1542918347804673
79,0.14609498729930462
80,0.14721895807074012
81,0.16026888821524882
82,0.13583291391158256
83,0.13793513106716718
84,0.15914912448686402
85,0.13289498299105096
86,0.13979409424644382
87,0.15147361902465228
88,0.1533420715657967
89,0.15277291011660557
90,0.15182735942872705
91,0.1554428001038318
92,0.1593394684916223
93,0.14599975627067938
94,0.16156398967640584
95,0.1532842279012511
96,0.1635117150414246
97,0.1560349709677833
98,0.15592241815638574
99,0.14079651061062254
