,0.0,0.05,0.1,0.15,0.2,1.0
0,7.787642993759095,7.331792675890737,7.763765475708933,7.754212838953135,7.2368770561682325,7.663693507333223
1,6.517476137007095,6.550937017616005,6.492503800799265,6.633062337275937,6.652592211578709,6.728969001515451
2,6.632644652666158,7.484878730626832,7.990951068105353,7.242605268112245,7.255457163575698,7.030950941585155
3,7.17036542218698,7.157305655589418,6.656772308001782,6.836333787555809,7.043713727411879,6.7970522924252705
4,6.933929877102037,7.065194369800102,7.466404302642027,7.5739036203764325,6.533583480066501,7.022774239797028
5,7.736610332084914,8.185620169696588,7.691819230876937,7.719104171404729,7.167142403103197,7.584956351306323
6,7.8502962794495215,7.840437784461579,7.745050377541796,7.6498483062046265,7.289004625957326,7.498230004765095
7,5.5422222214705394,5.910439971840467,6.25799364022467,6.356723385283394,6.243984030946593,6.272790155129304
8,6.994019374614495,7.430904306706371,7.264226868490742,6.530305461776821,6.2354140656036545,6.89041838082681
9,8.183256023234378,7.30616591196617,8.008552713553263,8.423215938102507,8.948091253962538,8.532772441507008
10,6.790294651186125,7.679285858549602,6.91645440071822,8.125788216790465,6.95143490850725,7.607899654998639
11,5.5453902134402995,6.05815939069475,5.8349501560808985,5.608775266451041,5.50778567113297,5.308608545476893
12,6.356969904885276,7.033108818249958,6.949263899515066,6.551535699528763,6.294155424255452,7.011584784283315
13,7.397171848646752,8.110073192442083,7.410502381521518,6.549055501063403,7.179831126809157,7.025713965926817
14,6.909773375648225,7.386472917330879,7.079368349102898,6.490184513939765,7.319456938850877,7.012818415916699
15,7.277256953681473,6.834832159922075,7.13668406828018,7.136719245194943,7.71924194137099,7.950543475068396
16,7.70391292809287,7.80633884974302,8.218799857014183,8.04942714230116,7.2786699638799,8.162812511780492
17,6.950485387205987,6.74870353591392,6.999401024320745,7.059874003639092,6.965691264659345,7.749258475531234
18,7.106563139375608,6.371796830833589,6.847009924456677,6.699989509171093,6.062251038899291,7.135241235515614
19,7.184076316462314,6.581641661440856,6.427210534089377,7.011883051529888,6.8297645488766205,6.619934314722542
20,7.649740367820343,7.523978529254301,7.678948477835125,7.272808391938373,7.276295080796462,7.452863144454453
21,7.298136894704441,7.324054178026122,7.034493963511559,6.939416066440964,6.582351364323624,7.270204894552999
22,6.879957173947645,5.98974824712159,5.972512122858631,6.121558305383567,6.391189913224693,6.728037297691331
23,7.693403714368271,7.2146831052217015,7.59568111130424,7.854808769380453,8.642356746780848,7.802157688613115
24,9.631604716905622,7.707213067064373,7.731613527674321,9.089097429566017,7.938792869002002,7.459105367636397
25,6.8226379410016555,7.317352304097198,7.454778808704341,7.28538970589717,7.703726397659504,7.076960964369739
26,8.296038213893398,7.748738473331811,7.949338137135342,7.6102582530374105,7.878980032531248,7.184525291015374
27,8.51545645651633,7.851676413605017,7.915355282487595,8.209100603657234,8.29182100215492,8.52991548154903
28,7.392441262908671,7.170176631617208,7.664352644911401,6.67148589769702,7.809575894819764,7.164043337142694
29,7.200957916366368,6.727450083711137,7.028581538354502,7.385152779335707,6.887279742989932,6.897259864871589
