,3,5,7
0,11.136819075849798,7.630222663721847,11.198901046022872
1,7.714805410059101,7.726798328187654,7.729567134345052
2,10.574821297373775,10.759617249435884,10.769836259787768
3,8.516289687753995,8.514105570773644,8.5260230189822
4,10.748162761473509,10.744940116103287,10.784517678237643
5,10.715820868000863,10.603076365788194,10.732925993901228
6,7.597817073936101,7.099037408502653,11.903639267225548
7,6.728023650613954,12.814638346097162,12.836875713989494
8,9.438019104051426,9.476291655324772,9.486586107593205
9,10.225400155280244,10.226556178622516,10.228493622787987
10,7.777175822266982,12.481425508404495,12.483053026926871
11,7.8051506009652085,9.26067774222032,9.268778413391427
12,8.008222046172627,11.367735121454965,10.85837386080657
13,9.699159360592642,9.969959122003743,7.45113528390316
14,8.975316764500722,9.000409806353145,9.003345105027787
15,9.569321773446399,7.538551475440987,9.601708127756668
16,7.530835807565091,9.316024058085626,9.32707584980434
17,11.25088086939245,8.034877108961645,11.290743420135765
18,7.097978142240198,8.046612591186312,8.062152747069865
19,10.376426235368008,10.3437755911614,10.348394286179259
20,7.343626269845515,9.101059196984727,9.10863098501893
21,9.011190954707503,7.301302445651721,12.149936771755025
22,10.853241614548915,10.871042954160533,10.868218334555346
23,7.291000592020033,8.90202766078054,8.903121861196325
24,7.684403790320221,10.628087087897581,10.799213479624727
25,8.406243300128828,8.406885136966528,8.364279079058479
26,8.089167351976869,8.08528306024682,8.100193835165783
27,7.935050900607605,10.350722460355188,10.359549774391573
28,8.918564170184489,9.202658544920997,9.202937782585893
29,6.2604557797502265,8.920125011327785,8.92485496706317
