,400,600,800,1000,1500
0,10.894415021455368,8.830633692316376,8.761729792934807,8.712795052130858,7.551297821676783
1,11.35307572556315,9.54731139848345,11.350405162302,9.121269584346415,7.675077994396852
2,17.299611011279435,9.182422067701445,7.724115016423136,8.033431856696962,7.129217305987707
3,14.876713344606298,10.902661982503162,8.746274632534604,8.199694341673519,5.969691030347791
4,12.837727094256838,11.273696136812832,9.349471500982588,6.316207006651948,7.989105901587072
5,14.202503028540136,7.224198455199765,7.06522725428046,7.337973025671346,6.755628597507482
6,10.828818406426791,9.643713306708428,8.040848681833214,7.850627560095461,7.5674048297016405
7,8.026222074616346,10.940644501838205,9.999099244429495,7.9918482867567455,6.296174775797807
8,9.515473405584359,8.061146399725173,6.654615892742674,8.20244980297695,8.21425703738596
9,10.694492744439222,8.69456004430801,8.737843425100767,8.896174725246906,7.369111483127896
10,12.06429446452307,10.877788229590555,8.475469083085969,8.115147327966609,7.415809017458035
11,14.187988979722723,9.764016188533326,9.799283995768212,9.222680647745284,7.839059994062662
12,10.172405488036379,10.502799001876133,9.347009986244995,8.18587592839641,7.389442662957785
13,12.610213295223705,11.942498373414441,10.792328154388377,9.148143081853311,7.786298703263952
14,10.884238945898154,10.83881672929897,8.381751306568129,9.583454789999854,7.775145646871066
15,7.146128149713381,6.386205242907271,7.870028299284148,9.768605611343718,6.802870235836312
16,11.544415616188507,7.871768082065883,7.46282336181684,7.332795092241968,7.1653296247951035
17,13.649765066704367,10.150535647836952,8.609309307686846,8.500979677189807,6.302267018929773
18,9.531255245487614,9.673354227393554,7.143452409095008,7.7359296292112205,6.30310709082831
19,13.18589588607108,10.840590469905829,10.893977624871718,7.792151723906074,6.593245046791798
20,8.231842069039075,11.54409967749526,9.538003850809503,7.244960387649064,7.80335237760447
21,8.579294475533054,8.138437963956367,9.610612586637785,6.079085844628635,7.1422984164034675
22,9.152794433682349,9.192582394670108,8.459042729034966,9.41847283839415,6.598871173145703
23,15.585178789409762,8.40437570892619,8.79039050308224,8.799245446807838,7.03240436645295
24,12.71431347499282,8.777239564295977,8.868191614513043,7.8076090729490035,7.3898300839241955
25,11.110783638938653,11.206814842570152,11.402715310004977,9.694094889760715,6.992939264067862
26,13.254693414592007,11.616039272874497,8.22911173898392,8.042171411905722,6.832254998957419
27,13.613597744541327,10.435171560976972,9.16582973055073,8.005952436471455,6.755826885274342
28,12.14469232306531,12.680421150693412,8.584830283625212,9.535380363268638,8.211990962290951
29,14.575108676903659,10.9306472640862,7.354235038135778,8.161783639892231,7.354513945886804
