,0,1,100,1000
0,0.13430888576268646,0.1498216340815576,0.1389371003062583,0.13613351008263302
1,0.1500306773812376,0.14377042296704626,0.1406082258241179,0.1439683164521223
2,0.14928596935952926,0.14530320673533714,0.14252992878318863,0.1300479809209131
3,0.12936350848511213,0.13127073545386062,0.13943769717919124,0.14313640193089186
4,0.14810181099741776,0.1308384109384837,0.13814312773403334,0.1421361132727517
5,0.14304127103387296,0.13817017303921209,0.1439104476448688,0.13839680080598393
6,0.15647192762703516,0.13837171515422117,0.13306989209056627,0.1342065743344058
7,0.13210102811531532,0.12774846975716955,0.12815382931796981,0.14405412518388924
8,0.14093017066055427,0.14706189676749104,0.12999399565506925,0.1390118357833912
9,0.13470914121635844,0.14296470208108744,0.1556183252141616,0.15136576882967082
10,0.14132982453273535,0.13158739616397536,0.13739652527356797,0.14462460126962648
11,0.13527836910249674,0.14352494378850242,0.14325999781063603,0.12977682081116423
12,0.14589207023072223,0.1419238850061822,0.1417255926404238,0.1342165594906123
13,0.13424237927702365,0.14123086627333373,0.14385939597051958,0.14311916643854158
14,0.14098480401310115,0.13750529577352746,0.13693322015087073,0.1424679478022068
15,0.13366162615095653,0.14705190215578642,0.1321490993507068,0.15469738928403415
16,0.13879265038752592,0.1428379283036069,0.15093183363231327,0.14026753513911822
17,0.13558728137242024,0.14335386093386301,0.1395614757024968,0.13410412006358868
18,0.1392595426011479,0.14415963569857207,0.14394472513504009,0.14631109740091724
19,0.14092407984229127,0.13246622192026375,0.1373789579106722,0.14101222724639093
20,0.15176186090984214,0.134343962406262,0.1373175685112058,0.13737907571930177
21,0.1402882480662504,0.14935784731266216,0.13304860490020343,0.13717376954610028
22,0.12912750717923882,0.1436609348492092,0.14611951534724424,0.13478304550664086
23,0.14317893167402873,0.12833459196197916,0.14602291762698175,0.13845194677173145
24,0.13665732132950115,0.14226503088845216,0.13870801787090115,0.15161274605232095
25,0.14165626029184028,0.1471705623537839,0.1436657475758631,0.14317395780949396
26,0.1347110012296562,0.14905124137879977,0.13820817046376044,0.132696303450952
27,0.13821188090224382,0.14355201912902715,0.14133841386816615,0.14019995147775816
28,0.14188483889396317,0.15444940273767147,0.1419815138406775,0.1412552227524707
29,0.13992978804032496,0.14196086561299442,0.14995877288931272,0.13852863557335318
30,0.14558002252335894,0.1362084949611738,0.14685710077732217,0.13458970077860952
31,0.13731747932457508,0.1384743159122378,0.13763154881156367,0.1546142574565692
32,0.14484884615464008,0.138690777673499,0.13335126648334064,0.13789296739877305
33,0.14545430321553712,0.14987136107638177,0.1467739756320253,0.14100440844889664
34,0.1400153451036853,0.1427652582249325,0.1356957849701052,0.14551105772863043
35,0.15843562510425957,0.12689486613067164,0.1384347403063175,0.13910491574955453
36,0.14197738992945294,0.15173810966724022,0.14183585539375979,0.14465015703361278
37,0.14293414480435598,0.142889460237978,0.12275233316275594,0.12938000287890736
38,0.14087737484425006,0.1418054127859995,0.13695800989220294,0.148174822961814
39,0.14183877124739236,0.1438287428551342,0.1395163012536605,0.1361284347835224
40,0.13577917360933,0.1438210470769152,0.1464506692876921,0.14655409820577936
41,0.14158495107474744,0.14031566020130312,0.13479440687239733,0.1416939524404942
42,0.14373279662175598,0.14904237577249876,0.1430259689982519,0.13492028589860242
43,0.13765937273373952,0.1389073136312469,0.14949678071670996,0.1382642403891986
44,0.1426723404845652,0.13808883160047233,0.14138125747058117,0.13672877718524717
45,0.1414969090777487,0.13270969788142814,0.15240770945619095,0.1330757625053491
46,0.13751515005781337,0.14716372676779796,0.13186384991903963,0.14965359559696567
47,0.141608318185582,0.13620698717306073,0.1463393355634727,0.13428051732396384
48,0.1348505171982064,0.13758733081041896,0.14222502307980506,0.16014619772014504
49,0.13013651033735404,0.1383877175523666,0.13221430335276413,0.13081022869806197
