,0,1,100,500,1000
0,0.12920216035804616,0.09240072437993366,0.12712997181335597,0.11926883243133343,0.14179919662315096
1,0.16538976452219642,0.09866666660822791,0.09890530819949554,0.09908440929681514,0.13078966631995745
2,0.11143566022463133,0.09644346007122233,0.11959743251682588,0.10325588750777767,0.17839884334891903
3,0.1342082503287714,0.095444242440234,0.09911752552373279,0.08919686071658209,0.13592921576379188
4,0.12072911988044975,0.10003236072146958,0.09557991277773112,0.12898137048403335,0.1355609974987561
5,0.12877832581883678,0.103137665197383,0.1266489954063975,0.12661582965084023,0.16059508138962023
6,0.15045220687899696,0.1336453426797258,0.100962333366333,0.11299579693110619,0.16724032802606273
7,0.12132042429159223,0.10200077402349393,0.12867185496334507,0.1104188753711338,0.1366415833012582
8,0.14254151392529746,0.10233825717608971,0.11302621811917898,0.08464084310295818,0.16161244376540812
9,0.12378475361507946,0.12634501142294569,0.11564537082018536,0.12659473210607555,0.1488191065122366
10,0.1467590853163416,0.10243392976813052,0.10112803247803996,0.11087324049851909,0.1374622670026745
11,0.1450674769731198,0.09941436737940905,0.09237917775232292,0.104047484090013,0.15461715767888576
12,0.12178719029514547,0.11828017013470521,0.13249956602632668,0.1084595415984931,0.14380150020247992
13,0.12415254812506824,0.09681483659985318,0.11578720226308299,0.10193633696166766,0.13919828943705598
14,0.113067571105057,0.10147252819903986,0.09897971312942441,0.10973344992483526,0.1705536085741353
15,0.1359273865659911,0.12595883496606322,0.11608229271376419,0.11125541396197379,0.160890053123774
16,0.11857797862075273,0.1064017403369203,0.11117408142327259,0.10431720968735454,0.1377662333380338
17,0.1345155383823763,0.1071573764301352,0.12756839363854225,0.09727330395569289,0.1531838776247074
18,0.12560226245004447,0.11350949690286165,0.11086879105651079,0.09621989047244178,0.12633124544546478
19,0.12737627688081335,0.10423533320764548,0.11855634900197924,0.10322504443397232,0.14206214316964036
20,0.15108194698707292,0.11168870041359505,0.11393010971477502,0.10263992811823407,0.12864678515281056
21,0.12650068946756055,0.10839579140801714,0.11835601999104599,0.11389223563165991,0.1589666543393596
22,0.14335193055201295,0.10504745669771971,0.11480533281277737,0.12754638942956162,0.17348372381577964
23,0.1466857880752972,0.100426398087852,0.11624489223911887,0.10837937054020261,0.1417537629988301
24,0.13554081110535815,0.10582577457430124,0.11395177989477412,0.09203879458208561,0.1299505930649504
25,0.09985513986026058,0.10210105574194106,0.10828227466677758,0.09006036527436151,0.12678016869481104
26,0.15471834496022813,0.09898125494129645,0.11797358054685565,0.1087564477133834,0.122957431435077
27,0.1484564525420498,0.0872714358766704,0.10914611171094211,0.10658486284369527,0.13320506232778798
28,0.12754753759996695,0.11004572831190405,0.11483861192522227,0.11378970149402769,0.12974899310662905
29,0.132479848884096,0.11247256898554042,0.1047456089778538,0.12759584666537707,0.12781326060941597
