,0.0,0.025,0.05,0.1,0.5,1.0
0,0.0855148298244187,0.08313989569462654,0.10228700081017945,0.08647322002826892,0.07994099952669688,0.08065443777702039
1,0.08424868420370754,0.07890806727826045,0.08569536252122574,0.07917405854844194,0.09768919504888471,0.07973845502118268
2,0.08307668061819713,0.07112944942650348,0.07639568027686439,0.07130984177310139,0.08776209561383749,0.07319232510975231
3,0.0663424793306716,0.060974082012391594,0.07036964565268941,0.0755639075044327,0.07505470088150773,0.06948525439397799
4,0.08612373879469848,0.08670541140893143,0.08165344506380369,0.09426887688898171,0.0916520349193857,0.09341004451306514
5,0.06332432109754596,0.06623269515360561,0.07121271246902482,0.09487907718895887,0.08079319874625507,0.07240772842683672
6,0.06853671919799875,0.07802953815328216,0.09810757928696491,0.10566152752624776,0.07764182939395657,0.07824382429445784
7,0.08084646691507597,0.08263584040426963,0.07163865821239232,0.11425518777509334,0.07599255097706634,0.0764809684394193
8,0.10339681847303363,0.12419735607622165,0.09239319456609627,0.09029637071212505,0.10527437922332968,0.09555486040200824
9,0.08300707174694472,0.09150103877609313,0.08881102225501832,0.09244621383899046,0.1166716738339088,0.0871020373590139
10,0.0750531015358869,0.08587048322063184,0.07664943613564898,0.09715872267528473,0.07118374768209774,0.07605847898397805
11,0.08527656212717978,0.07814379143146204,0.08406292199155783,0.08096049618207384,0.07755556442669229,0.08235602197531304
12,0.07825294610790208,0.09536000359748179,0.10783248436182878,0.08774014052046099,0.07052033462884601,0.12396030971136625
13,0.06851664054727785,0.07305495901831241,0.07124285039817058,0.08059205621741901,0.07014485270944128,0.08347031264900696
14,0.10344995142089397,0.11453784135777814,0.08672536428840286,0.07656579192160048,0.07158895067148445,0.09109895968075477
15,0.06475161799212968,0.06566140411039742,0.06182832430171154,0.08785238922801368,0.07108871212259778,0.08024609231380067
16,0.09188830754154798,0.11275480817221303,0.08071867705651294,0.08477467834732424,0.10101837914392,0.08904702851005918
17,0.08034393603807606,0.08186486054435442,0.08049625647866947,0.07284313877093629,0.08248192258124473,0.08747099935946241
18,0.08303007724721674,0.07820933041737806,0.07748307684654243,0.07755946774579538,0.0683961087267847,0.07254408208420744
19,0.07961370480093384,0.07005014860158984,0.07172896046888125,0.0842052821725552,0.10956592873668375,0.10569374663848481
20,0.08440395503571492,0.07277872174999511,0.08464341978584708,0.08729803264477098,0.08708544961715099,0.10701292574691951
21,0.08063712897768811,0.07116141855028557,0.07618116542702183,0.07589236259372203,0.09813809009630348,0.0695181723333914
22,0.0897387807923889,0.0694043275587218,0.09524098063486224,0.08690471156545002,0.07973299641499054,0.088680172882448
23,0.07241308834217423,0.07152390571819124,0.06834493198706423,0.0742467800860867,0.07463096495120337,0.08117048741822673
24,0.0784951226645308,0.09025413364292542,0.09213503940425463,0.08142517997137534,0.09327129296098347,0.07540322961578584
25,0.08657593288071361,0.09520950102487608,0.07457881181170929,0.07681351591792818,0.08090752939954404,0.08691760013958824
26,0.08199772418176716,0.09539301649641287,0.07387227645571508,0.07869175388779957,0.08285090719218988,0.07550856347214105
27,0.07837059690738223,0.10168003237140745,0.1033928290184114,0.08677586278164122,0.08099729410577235,0.09079453318831313
28,0.08678026811882579,0.06973818238584376,0.07884728413277237,0.07496441690289554,0.07912271681548998,0.16946044705651023
29,0.06875408001025275,0.06737757275933219,0.07383746022826111,0.08233722068771573,0.06769860075103232,0.07015692166329675
30,0.06945036237171368,0.0710894700348119,0.08776174813625547,0.07788034352151295,0.07295770296512823,0.0935370078054105
31,0.08362001846037187,0.0863194342033049,0.10489399038113904,0.09745805876808739,0.09410051588046713,0.09369582471302287
32,0.07941132535309678,0.0810316505434802,0.09140242319168027,0.09675272865752096,0.07426993638434326,0.08342717435831726
33,0.07007144551346921,0.06623498187715245,0.07576560552845801,0.06958675207583881,0.06687792590594777,0.06728109392963721
34,0.06906991515467797,0.07817485262266764,0.0850199103495115,0.08488956999842753,0.08102516344590296,0.08396445579427614
35,0.09288987374200328,0.09647525436463861,0.09131328757142981,0.08930205299021002,0.07470975701603692,0.09965325156093485
36,0.0699552665452786,0.07427228621428353,0.0689064112225959,0.06126453237193042,0.06765322344159723,0.07974289206875565
37,0.08026373867087344,0.07079433647292081,0.07428924814226995,0.0746099286039538,0.07701136647576311,0.07483034419745052
38,0.08806512304675194,0.08053560748076402,0.11746783587759793,0.07197599147071856,0.09370445682442774,0.09442710061957477
39,0.07353098200589962,0.09830561293975201,0.07403525628274735,0.05911868576323176,0.06869085249736995,0.06613549134137467
40,0.1027326999079572,0.08881340368336316,0.08462898506598221,0.08711483730072062,0.08882840486729592,0.08765626919674915
41,0.08079332858219668,0.08482925191119645,0.0895672347874587,0.0693688009405669,0.07817960594450808,0.07879884765403722
42,0.08202182728938381,0.08509859491601535,0.07429260341555365,0.0705377791572057,0.06331379979420262,0.06339996946787987
43,0.08587023133963348,0.0916581744066512,0.09112648730109503,0.07598476334576498,0.10268306618464858,0.083711481953375
44,0.10078954745277208,0.09709110426919386,0.09891626008324073,0.09905135151685984,0.08188049147306123,0.09285335193460187
45,0.08170056856048952,0.0911530066342106,0.08012194448695939,0.07983401764441736,0.07733069817073385,0.08722953960820452
46,0.07894965015770701,0.07114117983942127,0.09057054107520057,0.1289007122341958,0.0761471239196436,0.09630252524024877
47,0.07871093296480916,0.07456215756682928,0.07719789748477017,0.06781859029409702,0.10470701489205814,0.06348849138965014
48,0.0927869465150976,0.07304264590440264,0.0740804975935313,0.10319890551892387,0.07907328624184085,0.07906466567040558
49,0.059961562271849046,0.07797794077214945,0.06967447734278236,0.09634064255048988,0.06491292453944053,0.0676773479004893
